PST;Max TemperatureC;Mean TemperatureC;Min TemperatureC;Dew PointC;MeanDew PointC;Min DewpointC;Max Humidity; Mean Humidity; Min Humidity; Max Sea Level PressurehPa; Mean Sea Level PressurehPa; Min Sea Level PressurehPa; Max VisibilityKm; Mean VisibilityKm; Min VisibilitykM; Max Wind SpeedKm/h; Mean Wind SpeedKm/h; Max Gust SpeedKm/h;Precipitationmm; CloudCover; Events;WindDirDegrees
22/10/2005;18;14;10;12;11;8;100;83;65;1016;1015;1013;16;12;1;40;15;48;0.00;4;Fog;285
23/10/2005;20;16;12;13;12;10;93;78;63;1015;1014;1013;16;16;14;35;16;42;0.00;5;Fog;269
24/10/2005;18;16;12;12;11;10;93;78;63;1017;1016;1015;16;15;8;24;12;32;0.00;6;Fog;281
25/10/2005;19;16;12;11;9;8;89;71;52;1022;1020;1017;16;16;16;24;9;34;0.00;4;;251
26/10/2005;16;14;12;14;11;9;93;81;69;1021;1019;1016;16;13;2;29;14;37;1.02;7;Rain;237
27/10/2005;22;17;12;10;8;7;77;65;52;1017;1016;1015;16;16;16;24;11;39;0.00;7;;212
28/10/2005;21;17;13;13;10;4;93;66;39;1019;1017;1015;16;16;16;21;10;27;T;8;Rain;91
29/10/2005;19;16;12;13;12;7;93;71;48;1024;1022;1019;16;12;0;34;14;40;0.25;4;Fog-Rain;292
30/10/2005;20;14;9;11;8;7;89;69;48;1028;1026;1025;16;16;13;29;8;34;0.00;1;;266
31/10/2005;22;16;9;11;8;6;89;66;42;1029;1026;1022;16;16;16;29;6;34;T;0;;264
01/11/2005;20;16;11;13;11;8;87;72;56;1021;1018;1015;16;16;16;37;15;40;T;5;Fog;278
02/11/2005;17;14;11;13;9;8;93;77;60;1020;1017;1015;16;16;10;42;19;53;T;7;;250
03/11/2005;18;13;8;13;9;7;93;71;48;1022;1021;1020;16;16;14;32;13;40;0.51;5;Rain;193
04/11/2005;18;15;12;14;12;8;93;80;67;1022;1021;1020;16;14;2;34;15;39;0.76;6;Rain;259
05/11/2005;18;13;8;11;9;6;86;71;56;1022;1021;1019;16;16;16;27;10;35;0.00;2;;291
06/11/2005;18;15;11;14;12;9;90;82;73;1019;1015;1013;16;16;11;19;4;27;T;7;Fog-Rain;160
07/11/2005;20;16;12;15;13;12;100;84;68;1013;1011;1010;16;12;3;35;15;50;10.41;8;Fog-Rain;183
08/11/2005;17;14;11;12;10;9;100;80;60;1015;1013;1012;16;13;3;29;9;34;4.32;7;Rain;294
09/11/2005;21;17;12;13;11;7;86;69;52;1018;1014;1010;16;16;14;47;10;56;1.78;5;Rain-Thunderstorm;183
10/11/2005;20;16;11;11;9;3;89;62;34;1019;1018;1017;16;16;16;32;10;35;T;5;;282
11/11/2005;17;14;12;12;10;9;89;78;67;1024;1021;1019;16;16;13;32;14;35;T;7;;249
12/11/2005;18;14;11;10;9;8;89;73;56;1026;1024;1023;16;16;13;32;13;42;0.00;4;;317
13/11/2005;18;14;9;12;11;7;93;75;56;1027;1025;1024;16;16;13;39;15;50;0.00;4;;282
14/11/2005;22;17;13;13;12;9;93;75;57;1024;1022;1019;16;16;14;29;15;39;0.00;3;;274
15/11/2005;22;17;12;12;7;3;86;60;33;1022;1020;1019;16;16;16;37;12;40;0.00;1;;121
16/11/2005;22;17;11;8;6;4;77;55;33;1023;1022;1020;16;16;13;13;3;14;0.00;0;;152
17/11/2005;22;16;9;12;7;3;77;55;33;1022;1021;1020;16;16;16;11;2;14;0.00;1;;129
18/11/2005;23;16;9;11;7;5;80;58;35;1024;1022;1020;16;16;11;13;4;14;0.00;2;;137
19/11/2005;21;15;9;11;7;4;93;67;40;1022;1020;1019;16;16;16;10;2;11;0.00;0;;10
20/11/2005;21;14;8;11;7;4;93;65;36;1022;1021;1020;16;13;8;11;1;14;0.00;1;;78
21/11/2005;19;13;7;12;7;4;82;65;48;1022;1021;1019;16;13;10;8;2;19;0.00;2;;78
22/11/2005;21;14;8;10;8;6;93;66;39;1020;1019;1017;16;14;11;23;4;34;0.00;1;;296
23/11/2005;18;13;8;11;9;6;96;78;60;1019;1017;1015;16;16;14;35;8;40;0.00;1;;319
24/11/2005;16;12;8;11;9;7;93;80;67;1020;1019;1017;16;15;10;34;13;39;0.51;5;Rain;275
25/11/2005;16;13;10;15;11;4;100;82;63;1023;1018;1016;16;12;4;47;20;56;2.29;5;Rain;250
26/11/2005;14;11;7;6;3;1;71;57;43;1026;1025;1023;16;16;16;32;15;39;0.00;1;;293
27/11/2005;14;9;3;6;2;0;82;62;41;1028;1026;1025;16;16;16;23;6;26;0.00;2;;254
28/11/2005;14;11;7;11;5;0;93;66;39;1025;1023;1018;16;13;3;37;13;42;9.40;7;Rain;137
29/11/2005;16;13;9;13;11;7;93;85;77;1023;1020;1017;16;13;3;26;14;35;1.27;7;Rain;210
30/11/2005;15;12;9;12;9;7;93;83;72;1023;1020;1016;16;14;4;37;10;42;T;8;Rain;88
01/12/2005;16;13;10;14;13;8;93;88;83;1015;1012;1009;16;9;2;72;31;103;25.15;8;Rain;201
02/12/2005;13;10;7;8;4;1;89;68;47;1024;1020;1015;16;16;16;29;14;37;T;3;;288
03/12/2005;13;10;7;5;4;1;77;62;46;1028;1027;1025;16;16;16;26;15;32;0.00;1;;312
04/12/2005;13;9;4;4;2;-1;76;59;41;1030;1029;1028;16;16;16;23;8;26;0.00;3;;79
05/12/2005;14;9;4;4;2;1;79;61;43;1029;1027;1026;16;16;16;16;4;19;0.00;1;;205
06/12/2005;14;9;3;8;5;2;96;74;51;1026;1024;1022;16;16;13;24;8;27;0.00;2;;266
07/12/2005;11;8;6;8;6;4;96;84;71;1021;1019;1017;16;14;6;14;4;16;0.25;7;Rain;35
08/12/2005;14;12;9;9;6;5;83;72;61;1022;1020;1018;13;8;4;26;8;29;0.00;6;;65
09/12/2005;17;12;7;10;7;4;93;68;43;1024;1023;1022;16;14;8;14;6;21;0.00;1;;145
10/12/2005;17;12;6;7;6;3;93;68;42;1024;1022;1020;16;16;16;16;2;29;0.00;1;;147
11/12/2005;14;11;7;10;8;4;93;83;72;1021;1019;1018;16;13;6;24;9;32;0.00;5;;326
12/12/2005;13;11;9;8;8;7;89;78;66;1021;1019;1017;16;16;14;26;11;27;0.00;8;;263
13/12/2005;13;10;7;8;6;4;83;71;59;1022;1021;1021;16;16;14;19;6;32;0.00;6;;335
14/12/2005;13;9;5;7;6;3;96;75;54;1022;1021;1020;16;14;13;19;4;21;0.00;4;;151
15/12/2005;13;9;4;8;6;3;89;72;54;1020;1017;1015;16;14;10;26;6;29;0.00;2;;272
16/12/2005;10;8;7;7;6;4;93;85;77;1016;1015;1013;16;8;3;21;8;24;0.00;5;;9
17/12/2005;10;9;7;9;7;5;100;88;76;1016;1015;1013;6;4;2;26;12;32;32.00;8;Rain;68
18/12/2005;17;14;10;16;14;9;100;92;84;1022;1015;1010;16;10;2;66;37;85;44.96;8;Rain-Thunderstorm;172
19/12/2005;16;13;10;13;11;8;93;84;75;1026;1024;1021;16;16;13;35;9;40;3.30;7;Rain;111
20/12/2005;17;14;10;14;11;8;96;78;60;1025;1023;1022;16;16;14;42;14;48;T;7;Rain;173
21/12/2005;17;15;12;16;14;12;100;95;90;1023;1020;1017;16;8;2;39;13;53;18.80;8;Rain;157
22/12/2005;17;16;14;16;14;13;100;92;84;1022;1019;1017;16;12;2;32;12;45;14.48;8;Rain;169
23/12/2005;16;14;13;14;13;13;100;92;84;1025;1023;1022;13;5;0;19;7;21;0.00;8;Fog;42
24/12/2005;18;15;12;13;13;12;100;89;78;1022;1019;1016;16;12;3;32;8;35;T;6;Rain;89
25/12/2005;16;14;13;14;12;11;100;90;80;1017;1015;1012;16;9;2;45;14;58;11.94;8;Rain;136
26/12/2005;16;14;12;12;9;7;86;74;62;1025;1018;1011;16;14;3;50;15;66;7.87;6;Rain-Thunderstorm;219
27/12/2005;16;14;12;14;11;5;90;73;55;1024;1022;1020;16;14;4;34;17;50;0.51;8;Rain;153
28/12/2005;16;13;11;14;12;9;90;77;64;1025;1020;1017;16;12;2;63;22;77;16.51;5;Rain;206
29/12/2005;13;11;9;11;9;8;96;90;83;1024;1021;1019;16;12;8;24;6;26;0.25;6;Rain;48
30/12/2005;16;14;11;14;12;7;93;82;71;1019;1011;1006;16;9;3;58;29;76;13.97;8;Rain;173
31/12/2005;16;13;11;16;13;8;100;86;72;1013;1005;999;16;10;2;72;35;97;47.24;6;Rain;205
01/01/2006;17;13;8;11;9;6;93;77;61;1013;1004;1000;16;14;4;52;24;63;5.08;6;Rain;145
02/01/2006;13;12;10;11;9;7;100;89;77;1018;1006;1000;16;11;4;45;15;53;23.37;7;Rain;296
03/01/2006;13;11;8;10;8;7;93;83;72;1026;1023;1019;16;14;6;34;18;47;1.27;6;Rain;136
04/01/2006;17;13;10;11;9;8;93;79;64;1028;1027;1026;16;16;10;29;10;34;T;4;;78
05/01/2006;16;12;9;10;9;8;93;80;67;1028;1026;1023;16;14;10;13;6;16;0.00;3;;126
06/01/2006;15;11;7;12;9;7;93;83;72;1023;1018;1015;16;14;8;26;5;32;0.25;4;Rain;275
07/01/2006;16;13;10;12;11;8;93;80;67;1025;1021;1016;16;14;4;39;14;42;1.78;6;Rain;261
08/01/2006;14;11;7;10;7;5;89;74;59;1028;1026;1025;16;16;16;32;8;39;T;2;;325
09/01/2006;13;9;5;9;7;3;89;78;66;1028;1026;1025;16;16;14;24;5;32;0.00;1;;304
10/01/2006;16;12;8;10;8;7;100;89;77;1026;1024;1021;16;10;2;14;5;24;0.00;6;;94
11/01/2006;15;12;9;14;10;8;100;86;72;1021;1020;1019;16;13;4;35;15;47;1.27;6;Rain;254
12/01/2006;13;12;10;10;8;6;100;89;77;1022;1020;1017;16;14;10;21;5;23;0.00;3;;84
13/01/2006;18;13;7;10;8;6;93;75;57;1016;1013;1009;16;12;6;37;10;50;0.76;6;Rain;180
14/01/2006;12;11;9;9;7;4;93;80;66;1022;1013;1009;16;14;6;45;21;52;12.19;7;Rain;243
15/01/2006;13;9;6;4;3;0;76;64;51;1030;1027;1022;16;16;16;32;15;40;0.00;2;;300
16/01/2006;12;9;7;8;5;2;89;70;50;1032;1031;1029;16;16;16;10;2;11;T;7;Rain;150
17/01/2006;14;11;7;11;8;4;93;75;57;1030;1025;1021;16;14;6;27;8;40;4.32;6;Rain;181
18/01/2006;14;12;9;10;8;5;93;80;66;1023;1021;1020;16;15;4;48;17;60;2.03;6;Rain;260
19/01/2006;12;9;7;7;5;2;93;72;50;1026;1025;1023;16;16;16;23;10;26;0.00;2;;306
20/01/2006;13;8;4;7;6;4;100;83;66;1028;1026;1025;16;16;16;23;7;47;0.00;2;;207
21/01/2006;12;10;8;9;8;6;100;89;77;1027;1026;1024;16;12;2;16;6;26;1.78;6;Rain;128
22/01/2006;16;11;6;8;4;0;96;68;39;1027;1026;1024;16;15;8;23;9;29;0.00;2;;19
23/01/2006;18;12;5;3;1;-1;73;51;28;1026;1023;1020;16;16;16;21;6;27;0.00;1;;135
24/01/2006;17;12;6;8;6;3;86;66;46;1020;1017;1015;16;16;14;27;5;42;0.00;0;;131
25/01/2006;14;10;6;9;7;4;92;77;62;1021;1018;1016;16;14;8;29;13;37;T;5;Rain;220
26/01/2006;13;10;7;6;4;2;89;70;50;1026;1024;1021;16;16;16;29;12;34;0.25;4;Rain;258
27/01/2006;13;11;7;9;7;4;93;77;61;1028;1026;1025;16;15;8;24;10;63;1.78;6;Rain;183
28/01/2006;13;11;8;12;9;6;93;85;77;1027;1025;1023;16;12;4;27;13;39;2.79;8;Rain;187
29/01/2006;14;12;9;11;8;6;100;81;61;1026;1024;1023;16;16;16;29;7;47;T;6;;302
30/01/2006;15;12;9;12;9;7;93;87;80;1023;1021;1018;16;14;6;35;15;58;3.30;6;Rain;227
31/01/2006;13;9;6;8;7;4;96;79;61;1024;1023;1021;16;16;16;24;9;37;0.00;5;;269
01/02/2006;14;12;10;13;11;7;100;89;77;1023;1021;1020;16;11;2;23;10;56;7.11;8;Rain;139
02/02/2006;17;14;11;13;12;11;100;89;78;1022;1021;1020;16;12;0;40;11;45;0.51;7;Fog-Rain;266
03/02/2006;16;13;10;12;11;9;100;88;75;1022;1021;1019;16;8;0;26;7;29;0.00;7;Fog;224
04/02/2006;15;12;9;12;8;5;100;78;55;1024;1022;1020;16;15;10;50;17;60;1.02;5;Rain;275
05/02/2006;16;12;8;8;3;1;77;57;44;1022;1020;1017;16;16;16;27;18;;0.00;1;;99
06/02/2006;17;12;7;10;6;2;89;71;52;1023;1021;1019;16;16;16;21;5;23;0.00;4;;137
07/02/2006;19;14;8;11;7;4;89;66;43;1023;1022;1020;16;16;13;13;4;19;0.00;1;;111
08/02/2006;23;16;8;10;7;3;89;60;31;1022;1020;1017;16;16;14;11;2;24;0.00;0;;153
09/02/2006;22;15;8;12;8;5;93;69;44;1018;1016;1015;16;15;8;23;6;24;0.00;0;;108
10/02/2006;21;14;8;10;9;6;93;69;44;1026;1022;1018;16;12;5;34;10;39;0.00;1;;285
11/02/2006;17;13;10;11;10;9;100;86;72;1029;1028;1026;16;11;4;40;14;50;0.00;4;;241
12/02/2006;18;13;8;12;9;7;100;78;56;1029;1027;1023;16;9;0;24;4;32;0.00;7;Fog;274
13/02/2006;20;14;8;10;7;2;89;61;32;1024;1020;1016;16;15;11;34;9;37;0.00;2;;297
14/02/2006;17;12;7;10;6;1;86;69;51;1016;1014;1012;16;15;11;71;29;84;0.00;0;;274
15/02/2006;12;9;6;3;1;-1;76;59;41;1022;1019;1016;16;16;16;61;21;77;0.00;1;;299
16/02/2006;12;7;3;3;2;-1;79;62;44;1022;1020;1018;16;16;16;26;9;50;0.00;3;;226
17/02/2006;9;7;5;4;3;2;89;80;70;1017;1015;1014;16;15;6;66;7;97;3.30;7;Rain;282
18/02/2006;9;7;3;4;3;2;89;75;61;1017;1016;1015;16;15;11;23;7;32;6.60;6;Rain;132
19/02/2006;11;8;5;4;3;2;89;72;54;1024;1021;1017;16;16;14;24;11;42;T;4;Rain;26
20/02/2006;13;8;3;5;3;-1;89;65;41;1027;1025;1023;16;16;11;32;9;42;0.00;2;;289
21/02/2006;15;9;4;6;3;1;89;68;47;1025;1023;1022;16;16;16;26;8;29;0.00;0;;47
22/02/2006;17;11;4;7;3;-1;86;65;43;1024;1022;1020;16;16;16;21;7;24;0.00;0;;264
23/02/2006;19;12;6;7;5;3;93;67;40;1022;1020;1018;16;15;11;27;6;34;0.00;0;;262
24/02/2006;21;13;6;9;6;3;93;69;44;1020;1019;1017;16;15;11;27;5;32;0.00;0;;326
25/02/2006;15;11;7;9;7;3;89;76;62;1021;1019;1017;16;14;8;42;9;45;0.00;3;;285
26/02/2006;15;12;9;9;8;5;93;74;55;1016;1012;1009;16;12;3;50;18;60;7.37;8;Rain;119
27/02/2006;18;14;11;15;13;8;100;88;75;1009;1004;998;16;10;3;97;34;114;29.72;8;Rain;153
28/02/2006;14;11;8;9;7;6;89;73;57;1022;1016;1006;16;15;8;45;17;56;2.79;4;Rain;215
01/03/2006;15;11;6;8;6;2;96;70;43;1022;1019;1016;16;16;10;34;15;48;1.27;3;Rain;178
02/03/2006;14;11;7;7;4;1;93;68;43;1019;1015;1009;16;16;14;27;13;35;3.30;5;Rain;144
03/03/2006;12;9;7;6;4;1;89;72;54;1020;1013;1007;16;14;8;42;16;48;13.21;6;Rain;241
04/03/2006;13;9;4;5;2;-1;85;62;38;1021;1019;1017;16;16;16;29;12;48;0.25;5;;150
05/03/2006;17;14;11;11;7;3;96;75;54;1017;1015;1014;16;13;5;40;26;50;23.88;8;Rain;133
06/03/2006;15;12;8;9;8;7;93;75;57;1022;1019;1016;16;14;5;35;12;40;12.45;6;Rain;194
07/03/2006;13;11;8;8;6;3;93;76;59;1024;1022;1021;16;16;8;48;21;60;1.27;4;Rain;267
08/03/2006;13;9;5;8;6;3;89;74;59;1025;1023;1019;16;16;16;47;17;52;0.00;5;;260
09/03/2006;12;9;7;10;3;-2;96;69;41;1019;1013;1008;16;15;5;66;30;74;2.29;5;Rain;279
10/03/2006;10;8;5;4;2;1;83;70;56;1007;1005;1003;16;16;10;37;16;45;4.06;6;Rain-Thunderstorm;236
11/03/2006;10;7;3;4;2;-1;92;69;46;1012;1007;1003;16;16;16;35;13;40;3.30;6;Rain;254
12/03/2006;12;9;6;6;4;2;83;77;70;1024;1016;1012;16;16;14;56;18;63;2.03;6;Rain;246
13/03/2006;13;8;3;7;3;1;92;69;46;1025;1022;1016;16;16;14;47;19;66;3.05;5;Rain;175
14/03/2006;13;11;7;7;6;3;93;72;51;1017;1016;1015;16;15;8;40;15;56;15.49;7;Rain-Thunderstorm;186
15/03/2006;13;10;7;8;6;3;93;74;59;1022;1021;1018;16;16;16;23;11;32;0.00;6;Rain;196
16/03/2006;14;11;9;9;7;5;89;76;57;1021;1018;1016;16;14;4;29;16;45;6.86;8;Rain;165
17/03/2006;13;11;9;8;6;4;90;73;55;1017;1016;1014;16;16;16;45;16;52;0.00;4;;283
18/03/2006;14;10;6;6;4;1;85;68;48;1015;1013;1012;16;16;16;35;14;50;0.00;2;;282
19/03/2006;14;11;8;6;4;-1;77;61;45;1013;1012;1010;16;16;16;35;19;;0.00;2;;286
20/03/2006;11;9;7;7;5;3;87;76;62;1013;1010;1009;16;14;3;37;14;47;10.16;7;Rain;237
21/03/2006;12;9;7;8;6;5;90;81;71;1023;1018;1013;16;16;14;21;8;;0.51;6;Rain;132
22/03/2006;14;11;8;8;7;6;90;79;64;1026;1024;1023;16;16;16;19;6;;0.00;6;;291
23/03/2006;18;13;8;9;7;2;86;71;39;1024;1022;1021;16;15;11;23;8;32;0.00;5;;168
24/03/2006;17;15;12;14;12;6;100;81;61;1021;1017;1012;16;10;2;35;17;50;14.22;8;Rain;170
25/03/2006;16;13;10;14;9;6;100;79;57;1022;1015;1010;16;13;4;52;28;61;14.48;6;Rain;245
26/03/2006;16;12;7;7;6;5;86;71;53;1022;1019;1015;16;16;16;27;13;;0.00;4;;300
27/03/2006;15;11;7;9;7;2;92;76;59;1015;1010;1007;16;15;6;37;10;53;5.08;6;Rain;143
28/03/2006;14;11;9;9;7;5;94;78;59;1010;1008;1006;16;14;4;27;14;40;2.79;6;Rain;177
29/03/2006;13;10;8;9;8;5;90;81;69;1016;1012;1008;16;15;6;27;18;;4.57;7;Rain;131
30/03/2006;14;12;10;9;8;7;88;79;60;1017;1016;1015;16;16;10;34;11;29;0.76;8;Rain;151
31/03/2006;14;11;9;9;7;6;87;78;58;1017;1013;1012;16;14;4;29;14;42;10.41;6;Rain;183
01/04/2006;14;11;8;9;7;5;89;75;59;1022;1020;1018;16;16;10;23;11;27;1.02;6;Rain;179
02/04/2006;13;11;10;12;8;6;100;81;62;1021;1015;1010;16;13;3;21;13;;18.03;8;Rain;126
03/04/2006;14;12;10;12;9;8;94;84;69;1014;1012;1010;16;13;4;40;16;61;4.06;8;Rain;239
04/04/2006;14;11;9;10;8;6;96;83;62;1011;1006;1004;16;14;3;29;8;40;12.45;8;Rain;118
05/04/2006;14;11;9;8;7;6;93;77;59;1020;1012;1005;16;15;13;34;11;42;6.86;5;Rain;255
06/04/2006;15;11;8;8;6;4;90;73;53;1022;1020;1016;16;16;16;19;5;26;0.00;4;;304
07/04/2006;15;12;9;9;7;6;83;75;55;1016;1013;1011;16;15;5;34;13;47;5.84;6;Rain;166
08/04/2006;17;13;9;8;7;5;89;71;46;1021;1020;1017;16;16;16;24;13;;0.00;6;;185
09/04/2006;16;13;11;9;8;7;86;77;64;1019;1016;1015;16;16;13;24;6;;3.56;8;Rain;226
10/04/2006;16;13;11;9;8;7;92;77;57;1014;1012;1010;16;16;13;26;8;35;3.30;7;Rain;210
11/04/2006;14;12;11;11;9;8;90;82;69;1011;1010;1009;16;14;6;35;21;47;14.48;8;Rain;133
12/04/2006;14;13;12;12;11;9;94;85;74;1019;1015;1011;16;14;5;24;11;;11.68;8;Rain;93
13/04/2006;21;17;12;13;11;9;97;77;57;1020;1017;1011;16;15;10;29;6;;0.00;5;Rain;355
14/04/2006;16;14;12;11;10;9;90;81;72;1013;1009;1008;16;16;14;42;19;55;0.25;6;Rain;270
15/04/2006;14;12;11;9;9;7;89;80;64;1017;1016;1013;16;15;8;34;14;40;2.03;8;Rain;203
16/04/2006;14;11;9;11;8;4;100;80;59;1019;1014;1012;16;14;4;40;23;55;16.00;7;Rain;239
17/04/2006;14;10;7;6;5;3;89;69;53;1026;1024;1019;16;16;13;32;11;42;2.54;2;Rain;293
18/04/2006;18;12;7;9;7;3;86;69;40;1024;1022;1019;16;16;16;35;10;52;0.00;1;;284
19/04/2006;18;13;8;12;8;6;89;75;56;1019;1016;1014;16;16;16;40;14;48;0.00;1;;283
20/04/2006;16;13;11;10;9;8;89;77;64;1014;1014;1013;16;16;16;40;23;52;0.00;4;;277
21/04/2006;17;14;11;10;8;8;83;75;60;1013;1011;1010;16;16;14;39;19;52;0.00;6;;257
22/04/2006;17;14;12;8;7;7;77;68;58;1014;1012;1010;16;16;14;26;13;;0.00;6;;203
23/04/2006;16;13;11;9;8;8;83;73;60;1020;1016;1014;16;16;14;26;11;45;0.00;6;;230
24/04/2006;14;12;11;10;9;7;86;78;72;1021;1019;1018;16;16;13;24;13;;0.00;7;;257
25/04/2006;14;12;11;9;7;6;83;74;64;1018;1016;1015;16;16;16;29;14;;0.00;7;;281
26/04/2006;17;14;11;11;9;8;86;77;63;1015;1014;1012;16;16;13;32;16;35;0.00;3;;262
27/04/2006;21;16;11;13;10;8;90;77;58;1015;1013;1012;16;14;10;35;13;;0.00;0;;289
28/04/2006;20;16;11;13;11;9;90;79;63;1019;1017;1014;16;15;11;24;10;;0.00;2;;306
29/04/2006;16;13;12;10;9;9;86;80;69;1020;1018;1016;16;16;11;32;14;42;0.00;5;;259
30/04/2006;23;17;11;13;11;8;89;75;55;1017;1015;1013;16;14;10;39;11;;0.00;0;;293
01/05/2006;21;16;11;12;9;7;86;71;53;1014;1014;1013;16;14;10;40;18;48;0.00;0;;292
02/05/2006;22;16;9;12;9;6;86;72;44;1014;1012;1011;16;14;11;29;14;;0.00;0;;300
03/05/2006;17;13;10;8;8;7;80;71;58;1013;1012;1011;16;14;10;27;16;40;0.00;2;;235
04/05/2006;19;14;12;10;8;7;80;68;52;1017;1015;1013;16;16;16;26;16;26;0.00;2;;214
05/05/2006;15;13;11;9;8;7;83;77;67;1019;1017;1017;16;16;13;35;16;45;0.00;7;;257
06/05/2006;16;13;11;8;7;7;80;72;62;1019;1017;1016;16;16;14;40;23;50;0.00;6;;260
07/05/2006;20;14;10;11;9;7;83;74;56;1017;1016;1015;16;16;11;40;14;48;0.00;3;;280
08/05/2006;18;14;11;9;8;7;86;73;56;1017;1016;1015;16;15;13;39;27;50;0.00;1;;278
09/05/2006;21;16;10;11;8;7;83;69;47;1016;1015;1014;16;14;11;35;18;47;0.00;1;;295
10/05/2006;29;19;11;16;9;8;83;67;31;1016;1014;1013;16;13;10;29;13;;0.00;3;;303
11/05/2006;19;15;11;11;9;8;86;72;56;1015;1014;1013;16;14;11;34;23;37;0.00;3;;298
12/05/2006;19;14;11;9;8;7;83;68;52;1014;1013;1012;16;15;13;34;19;40;0.00;3;;290
13/05/2006;18;14;10;8;7;6;80;68;47;1017;1016;1014;16;15;13;34;14;45;0.00;1;;285
14/05/2006;31;20;11;14;9;1;83;57;17;1017;1014;1011;16;16;14;29;10;;0.00;3;;295
15/05/2006;27;21;15;15;11;5;84;60;31;1016;1012;1009;16;16;13;24;10;32;0.00;3;;338
16/05/2006;18;15;12;11;10;9;86;71;56;1020;1017;1015;16;15;13;35;16;48;0.00;1;;296
17/05/2006;16;13;11;10;10;9;94;83;69;1016;1015;1013;16;13;10;39;23;52;0.00;2;;293
18/05/2006;18;14;11;11;10;9;92;80;63;1016;1014;1013;16;16;14;47;16;55;0.00;4;;289
19/05/2006;16;13;12;13;10;8;90;80;60;1016;1015;1014;16;15;11;26;14;;2.54;6;Rain;299
20/05/2006;23;17;12;14;12;11;94;79;55;1014;1013;1009;16;14;10;40;8;48;0.00;6;;207
21/05/2006;20;16;13;14;12;11;90;79;63;1009;1007;1006;16;16;8;24;8;;6.10;7;Rain;238
22/05/2006;20;16;11;11;9;8;88;68;49;1016;1010;1006;16;16;16;29;11;42;0.00;4;;193
23/05/2006;23;19;15;12;10;8;81;61;45;1022;1020;1017;16;16;16;35;18;48;0.00;5;;191
24/05/2006;22;17;13;13;12;9;90;71;44;1024;1023;1022;16;16;14;37;16;42;0.00;3;Rain;270
25/05/2006;18;16;13;10;9;8;83;71;52;1021;1019;1016;16;16;14;55;37;72;0.00;3;;274
26/05/2006;18;14;12;9;8;7;80;69;52;1016;1014;1013;16;16;16;58;35;74;0.00;4;;276
27/05/2006;17;13;10;9;7;5;86;69;49;1018;1015;1013;16;16;16;47;27;60;0.76;2;Rain;278
28/05/2006;19;14;11;10;8;7;86;70;47;1020;1019;1017;16;16;16;55;23;66;0.00;2;;277
29/05/2006;19;14;11;9;8;7;86;72;45;1021;1020;1020;16;16;16;48;24;58;0.25;3;;277
30/05/2006;18;14;12;11;9;8;94;76;56;1021;1019;1018;16;16;16;45;26;53;0.00;2;;275
31/05/2006;19;16;12;12;11;10;94;81;61;1018;1017;1016;16;16;13;39;21;50;0.00;4;;284
01/06/2006;22;17;12;13;12;11;97;78;57;1019;1017;1016;16;15;10;34;19;;0.00;5;;287
02/06/2006;25;19;14;15;14;12;90;77;59;1021;1019;1018;16;16;13;37;18;47;0.00;6;;281
03/06/2006;23;18;13;13;12;11;94;75;51;1020;1018;1015;16;15;8;52;26;64;0.00;6;;283
04/06/2006;21;17;14;14;13;11;86;76;59;1017;1016;1014;16;16;14;45;21;53;0.00;4;;280
05/06/2006;18;14;13;12;11;11;90;81;70;1016;1014;1013;16;16;10;42;27;52;0.00;7;;267
06/06/2006;20;17;13;11;11;10;89;75;56;1014;1014;1013;16;16;13;48;31;66;0.00;4;;275
07/06/2006;19;15;12;11;10;9;88;76;56;1015;1014;1013;16;16;14;53;27;63;0.00;4;;269
08/06/2006;17;14;12;10;9;9;86;74;62;1015;1014;1013;16;14;13;45;29;58;0.00;5;;253
09/06/2006;22;16;11;11;9;8;83;71;51;1014;1013;1013;16;15;13;35;13;42;0.00;3;;269
10/06/2006;17;14;12;11;9;9;83;77;67;1013;1012;1010;16;15;13;27;18;39;0.00;7;;245
11/06/2006;19;16;13;11;11;9;88;75;63;1011;1010;1009;16;16;16;34;18;40;0.00;7;;256
12/06/2006;20;17;14;11;10;8;78;67;50;1017;1014;1010;16;16;16;27;16;34;0.00;6;;226
13/06/2006;19;17;14;12;10;8;82;70;52;1022;1020;1017;16;16;16;26;11;37;0.00;6;;256
14/06/2006;19;16;12;12;11;10;88;75;60;1022;1020;1018;16;16;14;42;16;52;0.00;5;;276
15/06/2006;23;17;12;11;11;10;88;71;49;1017;1016;1014;16;16;14;39;26;50;0.25;1;;281
16/06/2006;29;21;14;15;12;10;88;66;37;1016;1015;1014;16;16;14;47;18;60;0.00;0;;291
17/06/2006;23;17;12;12;10;8;93;68;44;1015;1015;1014;16;15;13;40;26;;0.00;0;;291
18/06/2006;19;14;12;10;9;8;80;68;56;1015;1014;1014;16;15;11;40;24;55;0.00;1;;280
19/06/2006;20;16;12;10;9;8;83;70;52;1015;1014;1014;16;14;13;37;21;37;0.00;2;;275
20/06/2006;26;18;12;13;10;9;83;67;40;1015;1014;1013;16;14;13;35;14;37;0.00;0;;299
21/06/2006;31;22;14;14;10;7;72;53;25;1015;1013;1012;16;15;11;37;11;;0.00;0;;298
22/06/2006;33;23;14;17;12;9;78;56;29;1014;1013;1012;16;15;13;32;10;;0.00;0;;317
